slug,codes,parameter,operator
current-other-substance-abuse,O99325,icd_diagnoses,included
current-other-substance-abuse,P0441,icd_diagnoses,included
current-other-substance-abuse,P0449,icd_diagnoses,included
current-other-substance-abuse,P961,icd_diagnoses,included
current-other-substance-abuse,P962,icd_diagnoses,included
current-other-substance-abuse,T404X1A,icd_diagnoses,included
current-other-substance-abuse,T404X2A,icd_diagnoses,included
current-other-substance-abuse,T404X3A,icd_diagnoses,included
current-other-substance-abuse,T404X4A,icd_diagnoses,included
current-other-substance-abuse,T407X1A,icd_diagnoses,included
current-other-substance-abuse,T408X1A,icd_diagnoses,included
current-other-substance-abuse,T40601A,icd_diagnoses,included
current-other-substance-abuse,T40602A,icd_diagnoses,included
current-other-substance-abuse,T40603A,icd_diagnoses,included
current-other-substance-abuse,T40604A,icd_diagnoses,included
current-other-substance-abuse,T40691A,icd_diagnoses,included
current-other-substance-abuse,T40692A,icd_diagnoses,included
current-other-substance-abuse,T40693A,icd_diagnoses,included
current-other-substance-abuse,T40694A,icd_diagnoses,included
current-other-substance-abuse,T40901A,icd_diagnoses,included
current-other-substance-abuse,T40991A,icd_diagnoses,included
current-other-substance-abuse,Z7151,icd_diagnoses,included
current-other-substance-abuse,191736004,snomed_codes,excluded
current-other-substance-abuse,F1210,icd_diagnoses,excluded
current-other-substance-abuse,F1290,icd_diagnoses,excluded
current-other-substance-abuse,F1011,icd_diagnoses,excluded
current-other-substance-abuse,F1021,icd_diagnoses,excluded
current-other-substance-abuse,F1211,icd_diagnoses,excluded
current-other-substance-abuse,F1221,icd_diagnoses,excluded
current-other-substance-abuse,F1311,icd_diagnoses,excluded
current-other-substance-abuse,F1321,icd_diagnoses,excluded
current-other-substance-abuse,F1411,icd_diagnoses,excluded
current-other-substance-abuse,F1421,icd_diagnoses,excluded
current-other-substance-abuse,F1511,icd_diagnoses,excluded
current-other-substance-abuse,F1521,icd_diagnoses,excluded
current-other-substance-abuse,F1611,icd_diagnoses,excluded
current-other-substance-abuse,F1621,icd_diagnoses,excluded
current-other-substance-abuse,F1811,icd_diagnoses,excluded
current-other-substance-abuse,F1821,icd_diagnoses,excluded
current-other-substance-abuse,F1911,icd_diagnoses,excluded
current-other-substance-abuse,F1921,icd_diagnoses,excluded
current-other-substance-abuse,F550,icd_diagnoses,excluded
current-other-substance-abuse,P0441,icd_diagnoses,excluded
current-other-substance-abuse,P0449,icd_diagnoses,excluded
current-other-substance-abuse,P961,icd_diagnoses,excluded
current-other-substance-abuse,P962,icd_diagnoses,excluded
current-other-substance-abuse,27405005,snomed_codes,excluded
current-other-substance-abuse,191833002,snomed_codes,excluded
current-other-substance-abuse,191839003,snomed_codes,excluded
current-other-substance-abuse,191938005,snomed_codes,excluded
current-substance-use-not-treatments,current-alcohol-abuse,condition_slugs,included
current-substance-use-not-treatments,current-opioid-abuse,condition_slugs,included
current-substance-use-not-treatments,current-other-substance-abuse,condition_slugs,included
current-substance-use-not-treatments,substance-use-disorder-treatments,condition_slugs,excluded
cvd,cabg,condition_slugs,included
cvd,ivd,condition_slugs,included
cvd,mi,condition_slugs,included
cvd,other-revascularization,condition_slugs,included
cvd,pci,condition_slugs,included
cvd-hcc-ever,107,hccs,included
cvd-hcc-ever,108,hccs,included
cvd-on-high-mod-statin,cvd,condition_slugs,included
cvd-on-high-mod-statin,pregnancy,condition_slugs,excluded
cvd-on-high-mod-statin,ivf,condition_slugs,excluded
cvd-on-high-mod-statin,estrogen-agonists,condition_slugs,excluded
cvd-on-high-mod-statin,esrd,condition_slugs,excluded
cvd-on-high-mod-statin,cirrhosis,condition_slugs,excluded
cvd-on-high-mod-statin,muscular-pain-and-disease,condition_slugs,excluded
cystic-fibrosis-ever,E84%,icd_diagnoses,included
cystic-fibrosis-hcc-two-year,110,hccs,included
deafness-two-year,H90%,icd_diagnoses,included
deafness-two-year,H91%,icd_diagnoses,included
dementia,F0150,icd_diagnoses,included
dementia,F0151,icd_diagnoses,included
dementia,F0280,icd_diagnoses,included
dementia,F0281,icd_diagnoses,included
dementia,F0390,icd_diagnoses,included
dementia,F0391,icd_diagnoses,included
dementia,F04,icd_diagnoses,included
dementia,G138,icd_diagnoses,included
dementia,F05,icd_diagnoses,included
dementia,F061,icd_diagnoses,included
dementia,F068,icd_diagnoses,included
dementia,G300,icd_diagnoses,included
dementia,G301,icd_diagnoses,included
dementia,G308,icd_diagnoses,included
dementia,G309,icd_diagnoses,included
dementia,G311,icd_diagnoses,included
dementia,G312,icd_diagnoses,included
dementia,G3101,icd_diagnoses,included
dementia,G3109,icd_diagnoses,included
dementia,G94,icd_diagnoses,included
dementia,R4181,icd_diagnoses,included
dementia-meds,Dementia Medications,hedis_medication_list,included
dementia-w-comp-hcc-two-year,51,hccs,included
depression,F32%,icd_diagnoses,included
depression,F33%,icd_diagnoses,included
depression,T40%X2A,icd_diagnoses,included
depression,T40602A,icd_diagnoses,included
depression,T40692A,icd_diagnoses,included
depression,T510X2A,icd_diagnoses,included
detox-treatment,H0008,procedure_codes,included
detox-treatment,H0009,procedure_codes,included
detox-treatment,H0010,procedure_codes,included
detox-treatment,H0014,procedure_codes,included
detox-treatment,S9475,procedure_codes,included
detox-treatment-4-months,H0008,procedure_codes,included
detox-treatment-4-months,H0009,procedure_codes,included
detox-treatment-4-months,H0010,procedure_codes,included
detox-treatment-4-months,H0014,procedure_codes,included
detox-treatment-4-months,S9475,procedure_codes,included
diabetes-hcc,17,hccs,included
diabetes-hcc,18,hccs,included
diabetes-hcc,19,hccs,included
diabetes-hcc-two-year,17,hccs,included
diabetes-hcc-two-year,18,hccs,included
diabetes-hcc-two-year,19,hccs,included
diabetes-on-statin,has-diabetes,condition_slugs,included
diabetes-on-statin,cvd,condition_slugs,excluded
diabetes-on-statin,pregnancy,condition_slugs,excluded
diabetes-on-statin,ivf,condition_slugs,excluded
diabetes-on-statin,estrogen-agonists,condition_slugs,excluded
diabetes-on-statin,esrd,condition_slugs,excluded
diabetes-on-statin,cirrhosis,condition_slugs,excluded
diabetes-on-statin,muscular-pain-and-disease,condition_slugs,excluded
diabetes-poorly-controlled,178566,lab_codes,included
diabetes-poorly-controlled,45484,lab_codes,included
diabetes-poorly-controlled,45492,lab_codes,included
diabetic-retinal-screening,18,provider_specialty_codes,included
diabetic-retinal-screening,41,provider_specialty_codes,included
diabetic-retinal-screening-dm-wo-comp,E109,icd_diagnoses,included
diabetic-retinal-screening-dm-wo-comp,E119,icd_diagnoses,included
diabetic-retinal-screening-dm-wo-comp,E139,icd_diagnoses,included
diabetic-retinal-screening-dm-wo-comp,18,provider_specialty_codes,included
diabetic-retinal-screening-dm-wo-comp,41,provider_specialty_codes,included
diabetic-retinal-screening-negative-prior,18,provider_specialty_codes,included
diabetic-retinal-screening-negative-prior,41,provider_specialty_codes,included
dialysis,on-dialysis,condition_slugs,included
dialysis,ckd-stage-5,condition_slugs,included
dialysis-adherence-problems,on-dialysis,condition_slugs,included
dialysis-adherence-problems,90935,procedure_codes,included
dialysis-adherence-problems,90937,procedure_codes,included
dialysis-adherence-problems,90999,procedure_codes,included
dm-adequately-controlled,45484,lab_codes,included
dm-adequately-controlled,45492,lab_codes,included
dm-adequately-controlled,178566,lab_codes,included
dm-moderately-controlled,45484,lab_codes,included
dm-needs-eye-exam,has-diabetes,condition_slugs,included
dm-needs-eye-exam,diabetic-retinal-screening,test_slugs,included
dm-needs-eye-exam,diabetic-retinal-screening-dm-wo-comp,test_slugs,included
dm-needs-eye-exam,diabetic-retinal-screening-negative,test_slugs,included
dm-needs-eye-exam,diabetic-retinal-screening-negative-prior,test_slugs,included
dm-needs-eye-exam,diabetic-retinal-screening-w-eye-care-professional,test_slugs,included
dm-needs-nephropathy-screen,has-diabetes,condition_slugs,included
dm-needs-nephropathy-screen,ckd-stage-4,test_slugs,included
dm-needs-nephropathy-screen,esrd-current,test_slugs,included
dm-needs-nephropathy-screen,kidney-transplant,test_slugs,included
dm-needs-nephropathy-screen,nephropathy-treatment,test_slugs,included
dm-needs-nephropathy-screen,urine-protein-tests,test_slugs,included
dm-needs-nephropathy-screen,ace-arbs,test_slugs,included
dysphagia,R13%,icd_diagnoses,included
eating-disorder,F50%,icd_diagnoses,included
eating-disorder,F552,icd_diagnoses,included
eating-disorder-two-year,F50%,icd_diagnoses,included
eating-disorder-two-year,F552,icd_diagnoses,included
epilepsy,G40%,icd_diagnoses,included
epilepsy-recurrent-seizures-convulsions-two-year,79,hccs,included
end-stage-liver-disease,K72%,icd_diagnoses,included
end-stage-liver-disease-cirrhosis-hcc-two-year,27,hccs,included
end-stage-liver-disease-cirrhosis-hcc-two-year,28,hccs,included
esrd-narrow,N186,icd_diagnoses,included
estrogen-agonists,Estrogen Agonists Medications,hedis_medication_list,included
failure-to-thrive-two-year,R6251,icd_diagnoses,included
failure-to-thrive-two-year,P926,icd_diagnoses,included
falls,R296%,icd_diagnoses,included
falls,W01%,icd_diagnoses,included
falls,W04%,icd_diagnoses,included
falls,W05%,icd_diagnoses,included
falls,W06%,icd_diagnoses,included
falls,W07%,icd_diagnoses,included
falls,W08%,icd_diagnoses,included
falls,W10%,icd_diagnoses,included
falls,W18%,icd_diagnoses,included
falls,W19%,icd_diagnoses,included
falls,480,drg_codes,included
falls,481,drg_codes,included
falls,482,drg_codes,included
falls,492,drg_codes,included
falls,493,drg_codes,included
falls,494,drg_codes,included
falls,533,drg_codes,included
falls,534,drg_codes,included
falls,535,drg_codes,included
falls,536,drg_codes,included
falls-age-60-or-older-no-dementia,falls,condition_slugs,included
falls-age-60-or-older-no-dementia,age-60-or-older,condition_slugs,included
falls-age-60-or-older-no-dementia,dementia,condition_slugs,excluded
falls-age-60-or-older-no-dementia,dementia-meds,condition_slugs,excluded
frailty,162239000,snomed_codes,included
frailty,267024001,snomed_codes,included
frailty,129588001,snomed_codes,included
frailty,160685001,snomed_codes,included
frailty,127378008,snomed_codes,included
frailty,238108007,snomed_codes,included
frailty,284529003,snomed_codes,included
frailty,78119002,snomed_codes,included
frailty,160684002,snomed_codes,included
frailty,79021000119104,snomed_codes,included
frailty,429091008,snomed_codes,included
frailty,16419651000119103,snomed_codes,included
frailty,429487005,snomed_codes,included
frailty,60651000119103,snomed_codes,included
frailty,105501005,snomed_codes,included
frailty,60631000119109,snomed_codes,included
frailty,713655003,snomed_codes,included
frailty,79031000119101,snomed_codes,included
frailty,152921000119101,snomed_codes,included
frailty,931000119107,snomed_codes,included
frailty,89201000119106,snomed_codes,included
frailty,444932008,snomed_codes,included
frailty,95438009,snomed_codes,included
frailty,249942005,snomed_codes,included
frailty,102492002,snomed_codes,included
frailty,54840006,snomed_codes,included
frailty,20902002,snomed_codes,included
frailty,83468000,snomed_codes,included
frailty,217142006,snomed_codes,included
frailty,242419006,snomed_codes,included
frailty,17886000,snomed_codes,included
frailty,242392004,snomed_codes,included
frailty,90619006,snomed_codes,included
frailty,40104005,snomed_codes,included
frailty,44188002,snomed_codes,included
frailty,404904002,snomed_codes,included
frailty,248279007,snomed_codes,included
frailty,250048009,snomed_codes,included
frailty,160734000,snomed_codes,included
frailty,160737007,snomed_codes,included
frailty,160693001,snomed_codes,included
frailty,160692006,snomed_codes,included
frailty,26544005,snomed_codes,included
frailty,713514005,snomed_codes,included
frailty,713512009,snomed_codes,included
frailty,250020009,snomed_codes,included
frailty,41786007,snomed_codes,included
frailty,428484005,snomed_codes,included
frailty,138371000119104,snomed_codes,included
frailty,102568007,snomed_codes,included
frailty,50314001,snomed_codes,included
frailty,249941003,snomed_codes,included
frailty,225558004,snomed_codes,included
frailty,225563000,snomed_codes,included
frailty,10637031000119106,snomed_codes,included
frailty,10637071000119109,snomed_codes,included
frailty,10637111000119102,snomed_codes,included
frailty,10637151000119101,snomed_codes,included
frailty,699216009,snomed_codes,included
frailty,699214007,snomed_codes,included
frailty,699215008,snomed_codes,included
frailty,225562005,snomed_codes,included
frailty,8960001000004106,snomed_codes,included
frailty,699218005,snomed_codes,included
frailty,249939004,snomed_codes,included
frailty,300948004,snomed_codes,included
frailty,426977000,snomed_codes,included
frailty,8510008,snomed_codes,included
frailty,271875007,snomed_codes,included
frailty,249937002,snomed_codes,included
frailty,422868009,snomed_codes,included
frailty,448765001,snomed_codes,included
frailty,394616008,snomed_codes,included
frailty,22631008,snomed_codes,included
frailty,249938007,snomed_codes,included
frailty,249943000,snomed_codes,included
frailty,92341000119107,snomed_codes,included
frailty,249888000,snomed_codes,included
frailty,162236007,snomed_codes,included
frailty,262285001,snomed_codes,included
frailty,161832001,snomed_codes,included
frailty,89362005,snomed_codes,included
frailty,225612007,snomed_codes,included
frailty-2-day,162239000,snomed_codes,included
frailty-2-day,267024001,snomed_codes,included
frailty-2-day,129588001,snomed_codes,included
frailty-2-day,160685001,snomed_codes,included
frailty-2-day,127378008,snomed_codes,included
frailty-2-day,238108007,snomed_codes,included
frailty-2-day,284529003,snomed_codes,included
frailty-2-day,78119002,snomed_codes,included
frailty-2-day,160684002,snomed_codes,included
frailty-2-day,79021000119104,snomed_codes,included
frailty-2-day,429091008,snomed_codes,included
frailty-2-day,16419651000119103,snomed_codes,included
frailty-2-day,429487005,snomed_codes,included
frailty-2-day,60651000119103,snomed_codes,included
frailty-2-day,105501005,snomed_codes,included
frailty-2-day,60631000119109,snomed_codes,included
frailty-2-day,713655003,snomed_codes,included
frailty-2-day,79031000119101,snomed_codes,included
frailty-2-day,152921000119101,snomed_codes,included
frailty-2-day,931000119107,snomed_codes,included
frailty-2-day,89201000119106,snomed_codes,included
frailty-2-day,444932008,snomed_codes,included
frailty-2-day,95438009,snomed_codes,included
frailty-2-day,249942005,snomed_codes,included
frailty-2-day,102492002,snomed_codes,included
frailty-2-day,54840006,snomed_codes,included
frailty-2-day,20902002,snomed_codes,included
frailty-2-day,83468000,snomed_codes,included
frailty-2-day,217142006,snomed_codes,included
frailty-2-day,242419006,snomed_codes,included
frailty-2-day,17886000,snomed_codes,included
frailty-2-day,242392004,snomed_codes,included
frailty-2-day,90619006,snomed_codes,included
frailty-2-day,40104005,snomed_codes,included
frailty-2-day,44188002,snomed_codes,included
frailty-2-day,404904002,snomed_codes,included
frailty-2-day,248279007,snomed_codes,included
frailty-2-day,250048009,snomed_codes,included
frailty-2-day,160734000,snomed_codes,included
frailty-2-day,160737007,snomed_codes,included
frailty-2-day,160693001,snomed_codes,included
frailty-2-day,160692006,snomed_codes,included
frailty-2-day,26544005,snomed_codes,included
frailty-2-day,713514005,snomed_codes,included
frailty-2-day,713512009,snomed_codes,included
frailty-2-day,250020009,snomed_codes,included
frailty-2-day,41786007,snomed_codes,included
frailty-2-day,428484005,snomed_codes,included
frailty-2-day,138371000119104,snomed_codes,included
frailty-2-day,102568007,snomed_codes,included
frailty-2-day,50314001,snomed_codes,included
frailty-2-day,249941003,snomed_codes,included
frailty-2-day,225558004,snomed_codes,included
frailty-2-day,225563000,snomed_codes,included
frailty-2-day,10637031000119106,snomed_codes,included
frailty-2-day,10637071000119109,snomed_codes,included
frailty-2-day,10637111000119102,snomed_codes,included
frailty-2-day,10637151000119101,snomed_codes,included
frailty-2-day,699216009,snomed_codes,included
frailty-2-day,699214007,snomed_codes,included
frailty-2-day,699215008,snomed_codes,included
frailty-2-day,225562005,snomed_codes,included
frailty-2-day,8960001000004106,snomed_codes,included
frailty-2-day,699218005,snomed_codes,included
frailty-2-day,249939004,snomed_codes,included
frailty-2-day,300948004,snomed_codes,included
frailty-2-day,426977000,snomed_codes,included
frailty-2-day,8510008,snomed_codes,included
frailty-2-day,271875007,snomed_codes,included
frailty-2-day,249937002,snomed_codes,included
frailty-2-day,422868009,snomed_codes,included
frailty-2-day,448765001,snomed_codes,included
frailty-2-day,394616008,snomed_codes,included
frailty-2-day,22631008,snomed_codes,included
frailty-2-day,249938007,snomed_codes,included
frailty-2-day,249943000,snomed_codes,included
frailty-2-day,92341000119107,snomed_codes,included
frailty-2-day,249888000,snomed_codes,included
frailty-2-day,162236007,snomed_codes,included
frailty-2-day,262285001,snomed_codes,included
frailty-2-day,161832001,snomed_codes,included
frailty-2-day,89362005,snomed_codes,included
frailty-2-day,225612007,snomed_codes,included
gestational-diabetes-ever,O244,icd_diagnoses,included
gestational-diabetes-ever,O2441,icd_diagnoses,included
gestational-diabetes-ever,O24410,icd_diagnoses,included
gestational-diabetes-ever,O24414,icd_diagnoses,included
gestational-diabetes-ever,O24415,icd_diagnoses,included
gestational-diabetes-ever,O24419,icd_diagnoses,included
gestational-diabetes-ever,O2442,icd_diagnoses,included
gestational-diabetes-ever,O24420,icd_diagnoses,included
gestational-diabetes-ever,O24424,icd_diagnoses,included
gestational-diabetes-ever,O24425,icd_diagnoses,included
gestational-diabetes-ever,O24429,icd_diagnoses,included
gestational-diabetes-ever,O2443,icd_diagnoses,included
gestational-diabetes-ever,O24430,icd_diagnoses,included
gestational-diabetes-ever,O24434,icd_diagnoses,included
gestational-diabetes-ever,O24435,icd_diagnoses,included
gestational-diabetes-ever,O24439,icd_diagnoses,included
glucose-fasting-pre-diabetes,147710,lab_codes,included
glucose-fasting-pre-diabetes,15578,lab_codes,included
glucose-fasting-pre-diabetes,15586,lab_codes,included
glucose-fasting-pre-diabetes,15545,lab_codes,included
glucose-fasting-pre-diabetes,104505,lab_codes,included
glucose-fasting-pre-diabetes,178657,lab_codes,included
glucose-fasting-pre-diabetes,766295,lab_codes,included
hallucinogen-dependence-not-in-remission,F1620,icd_diagnoses,included
hallucinogen-dependence-not-in-remission,F1622,icd_diagnoses,included
hallucinogen-dependence-not-in-remission,F1623,icd_diagnoses,included
hallucinogen-dependence-not-in-remission,F1624,icd_diagnoses,included
hallucinogen-dependence-not-in-remission,F1625,icd_diagnoses,included
hallucinogen-dependence-not-in-remission,F1626,icd_diagnoses,included
hallucinogen-dependence-not-in-remission,F1627,icd_diagnoses,included
hallucinogen-dependence-not-in-remission,F1628,icd_diagnoses,included
hallucinogen-dependence-not-in-remission,F1629,icd_diagnoses,included
has-anxiety-diagnosis,F064,icd_diagnoses,included
has-anxiety-diagnosis,F40%,icd_diagnoses,included
has-anxiety-diagnosis,F41%,icd_diagnoses,included
has-anxiety-diagnosis,F432%,icd_diagnoses,included
has-anxiety-diagnosis,F438,icd_diagnoses,included
has-anxiety-diagnosis,F439,icd_diagnoses,included
has-diabetes,E08%,icd_diagnoses,included
has-diabetes,E09%,icd_diagnoses,included
has-diabetes,E10%,icd_diagnoses,included
has-diabetes,E11%,icd_diagnoses,included
has-diabetes,E13%,icd_diagnoses,included
has-diabetes,317006,snomed_codes,excluded
has-diabetes,13694005,snomed_codes,excluded
has-diabetes,19309007,snomed_codes,excluded
has-diabetes,31341008,snomed_codes,excluded
has-diabetes,31820007,snomed_codes,excluded
has-diabetes,34925000,snomed_codes,excluded
has-diabetes,35222003,snomed_codes,excluded
has-diabetes,69980003,snomed_codes,excluded
has-diabetes,73211009,snomed_codes,excluded
has-diabetes,73221001,snomed_codes,excluded
has-diabetes,90241004,snomed_codes,excluded
has-diabetes,165679005,snomed_codes,excluded
has-diabetes,165680008,snomed_codes,excluded
has-diabetes,165681007,snomed_codes,excluded
has-diabetes,170747006,snomed_codes,excluded
has-diabetes,170755004,snomed_codes,excluded
has-diabetes,170756003,snomed_codes,excluded
has-diabetes,170760000,snomed_codes,excluded
has-diabetes,170761001,snomed_codes,excluded
has-diabetes,170769004,snomed_codes,excluded
has-diabetes,170770003,snomed_codes,excluded
has-diabetes,170771004,snomed_codes,excluded
has-diabetes,170774007,snomed_codes,excluded
has-diabetes,170775008,snomed_codes,excluded
has-diabetes,185753003,snomed_codes,excluded
has-diabetes,185755005,snomed_codes,excluded
has-diabetes,185761008,snomed_codes,excluded
has-diabetes,193209005,snomed_codes,excluded
has-diabetes,197603000,snomed_codes,excluded
has-diabetes,231970007,snomed_codes,excluded
has-diabetes,232086000,snomed_codes,excluded
has-diabetes,232149003,snomed_codes,excluded
has-diabetes,235675006,snomed_codes,excluded
has-diabetes,237614004,snomed_codes,excluded
has-diabetes,237616002,snomed_codes,excluded
has-diabetes,267434003,snomed_codes,excluded
has-diabetes,268517006,snomed_codes,excluded
has-diabetes,270445003,snomed_codes,excluded
has-diabetes,370992007,snomed_codes,excluded
has-diabetes,402665000,snomed_codes,excluded
has-diabetes,405749004,snomed_codes,excluded
has-diabetes,408415007,snomed_codes,excluded
has-diabetes,431855005,snomed_codes,excluded
has-diabetes,431857002,snomed_codes,excluded
has-diabetes,441922002,snomed_codes,excluded
has-diabetes,720519003,snomed_codes,excluded
has-diabetes,722454003,snomed_codes,excluded
has-diabetes,451051000124101,snomed_codes,excluded
has-diabetes-type-1,E08%,icd_diagnoses,included
has-diabetes-type-1,E09%,icd_diagnoses,included
has-diabetes-type-1,E10%,icd_diagnoses,included
has-diabetes-type-1,E13%,icd_diagnoses,included
has-diabetes-type-1,317006,snomed_codes,excluded
has-diabetes-type-1,13694005,snomed_codes,excluded
has-diabetes-type-1,19309007,snomed_codes,excluded
has-diabetes-type-1,31341008,snomed_codes,excluded
has-diabetes-type-1,31820007,snomed_codes,excluded
has-diabetes-type-1,34925000,snomed_codes,excluded
has-diabetes-type-1,35222003,snomed_codes,excluded
has-diabetes-type-1,69980003,snomed_codes,excluded
has-diabetes-type-1,73211009,snomed_codes,excluded
has-diabetes-type-1,73221001,snomed_codes,excluded
has-diabetes-type-1,90241004,snomed_codes,excluded
has-diabetes-type-1,165679005,snomed_codes,excluded
has-diabetes-type-1,165680008,snomed_codes,excluded
has-diabetes-type-1,165681007,snomed_codes,excluded
has-diabetes-type-1,170747006,snomed_codes,excluded
has-diabetes-type-1,170755004,snomed_codes,excluded
has-diabetes-type-1,170756003,snomed_codes,excluded
has-diabetes-type-1,170760000,snomed_codes,excluded
has-diabetes-type-1,170761001,snomed_codes,excluded
has-diabetes-type-1,170769004,snomed_codes,excluded
has-diabetes-type-1,170770003,snomed_codes,excluded
has-diabetes-type-1,170771004,snomed_codes,excluded
has-diabetes-type-1,170774007,snomed_codes,excluded
has-diabetes-type-1,170775008,snomed_codes,excluded
has-diabetes-type-1,185753003,snomed_codes,excluded
has-diabetes-type-1,185755005,snomed_codes,excluded
has-diabetes-type-1,185761008,snomed_codes,excluded
has-diabetes-type-1,193209005,snomed_codes,excluded
has-diabetes-type-1,197603000,snomed_codes,excluded
has-diabetes-type-1,231970007,snomed_codes,excluded
has-diabetes-type-1,232086000,snomed_codes,excluded
has-diabetes-type-1,232149003,snomed_codes,excluded
has-diabetes-type-1,235675006,snomed_codes,excluded
has-diabetes-type-1,237614004,snomed_codes,excluded
has-diabetes-type-1,237616002,snomed_codes,excluded
has-diabetes-type-1,267434003,snomed_codes,excluded
has-diabetes-type-1,268517006,snomed_codes,excluded
has-diabetes-type-1,270445003,snomed_codes,excluded
has-diabetes-type-1,370992007,snomed_codes,excluded
has-diabetes-type-1,402665000,snomed_codes,excluded
has-diabetes-type-1,405749004,snomed_codes,excluded
has-diabetes-type-1,408415007,snomed_codes,excluded
has-diabetes-type-1,431855005,snomed_codes,excluded
has-diabetes-type-1,431857002,snomed_codes,excluded
has-diabetes-type-1,441922002,snomed_codes,excluded
has-diabetes-type-1,720519003,snomed_codes,excluded
has-diabetes-type-1,722454003,snomed_codes,excluded
has-diabetes-type-1,451051000124101,snomed_codes,excluded
has-diabetes-type-2,E08%,icd_diagnoses,included
has-diabetes-type-2,E09%,icd_diagnoses,included
has-diabetes-type-2,E11%,icd_diagnoses,included
has-diabetes-type-2,E13%,icd_diagnoses,included
has-diabetes-type-2,317006,snomed_codes,excluded
has-diabetes-type-2,13694005,snomed_codes,excluded
has-diabetes-type-2,19309007,snomed_codes,excluded
has-diabetes-type-2,31341008,snomed_codes,excluded
has-diabetes-type-2,31820007,snomed_codes,excluded
has-diabetes-type-2,34925000,snomed_codes,excluded
has-diabetes-type-2,35222003,snomed_codes,excluded
has-diabetes-type-2,69980003,snomed_codes,excluded
has-diabetes-type-2,73211009,snomed_codes,excluded
has-diabetes-type-2,73221001,snomed_codes,excluded
has-diabetes-type-2,90241004,snomed_codes,excluded
has-diabetes-type-2,165679005,snomed_codes,excluded
has-diabetes-type-2,165680008,snomed_codes,excluded
has-diabetes-type-2,165681007,snomed_codes,excluded
has-diabetes-type-2,170747006,snomed_codes,excluded
has-diabetes-type-2,170755004,snomed_codes,excluded
has-diabetes-type-2,170756003,snomed_codes,excluded
has-diabetes-type-2,170760000,snomed_codes,excluded
has-diabetes-type-2,170761001,snomed_codes,excluded
has-diabetes-type-2,170769004,snomed_codes,excluded
has-diabetes-type-2,170770003,snomed_codes,excluded
has-diabetes-type-2,170771004,snomed_codes,excluded
has-diabetes-type-2,170774007,snomed_codes,excluded
has-diabetes-type-2,170775008,snomed_codes,excluded
has-diabetes-type-2,185753003,snomed_codes,excluded
has-diabetes-type-2,185755005,snomed_codes,excluded
has-diabetes-type-2,185761008,snomed_codes,excluded
has-diabetes-type-2,193209005,snomed_codes,excluded
has-diabetes-type-2,197603000,snomed_codes,excluded
has-diabetes-type-2,231970007,snomed_codes,excluded
has-diabetes-type-2,232086000,snomed_codes,excluded
has-diabetes-type-2,232149003,snomed_codes,excluded
has-diabetes-type-2,235675006,snomed_codes,excluded
has-diabetes-type-2,237614004,snomed_codes,excluded
has-diabetes-type-2,237616002,snomed_codes,excluded
has-diabetes-type-2,267434003,snomed_codes,excluded
has-diabetes-type-2,268517006,snomed_codes,excluded
has-diabetes-type-2,270445003,snomed_codes,excluded
has-diabetes-type-2,370992007,snomed_codes,excluded
has-diabetes-type-2,402665000,snomed_codes,excluded
has-diabetes-type-2,405749004,snomed_codes,excluded
has-diabetes-type-2,408415007,snomed_codes,excluded
has-diabetes-type-2,431855005,snomed_codes,excluded
has-diabetes-type-2,431857002,snomed_codes,excluded
has-diabetes-type-2,441922002,snomed_codes,excluded
has-diabetes-type-2,720519003,snomed_codes,excluded
has-diabetes-type-2,722454003,snomed_codes,excluded
has-diabetes-type-2,451051000124101,snomed_codes,excluded
has-pre-diabetes,has-pre-diabetes-all,condition_slugs,included
has-pre-diabetes,has-pre-diabetes-any,condition_slugs,included
has-pre-diabetes-all,has-diabetes,condition_slugs,excluded
has-pre-diabetes-all,age-18-or-older,condition_slugs,included
has-pre-diabetes-all,bmi-25-vitals-or-dx,condition_slugs,included
has-pre-diabetes-all,pregnancy-9-mo,condition_slugs,excluded
has-pre-diabetes-any,glucose-fasting-pre-diabetes,condition_slugs,included
has-pre-diabetes-any,pre-diabetes-dx,condition_slugs,included
has-pre-diabetes-any,a-1-c-pre-diabetes,condition_slugs,included
has-pre-diabetes-any,gestational-diabetes-ever,condition_slugs,included
heart-failure,I0981,icd_diagnoses,included
heart-failure,I110,icd_diagnoses,included
heart-failure,I130,icd_diagnoses,included
heart-failure,I132,icd_diagnoses,included
heart-failure,I50%,icd_diagnoses,included
heart-failure-severe,heart-failure-severe-diagnoses,condition_slugs,included
heart-failure-severe,heart-failure-w-oxygen,condition_slugs,included
heart-failure-severe-diagnoses,I504%,icd_diagnoses,included
heart-failure-severe-diagnoses,I50814%,icd_diagnoses,included
heart-failure-severe-diagnoses,I5082%,icd_diagnoses,included
heart-failure-severe-diagnoses,I5083%,icd_diagnoses,included
heart-failure-severe-diagnoses,I5084%,icd_diagnoses,included
heart-failure-w-oxygen,heart-failure,condition_slugs,included
heart-failure-w-oxygen,oxygen,condition_slugs,included
hepatitis-b,B16%,icd_diagnoses,included
hepatitis-b,B170,icd_diagnoses,included
hepatitis-b,B180,icd_diagnoses,included
hepatitis-b,B181,icd_diagnoses,included
high-hemoglobin-a1c,45484,lab_codes,included
high-hemoglobin-a1c,45492,lab_codes,included
high-hemoglobin-a1c,178566,lab_codes,included
hip-fractures-age-65-or-older,hip-fractures,condition_slugs,included
